chapter,verse,arabic_original,arabic_clean,arabic_normalized,tokens
30,31,۞مُنِيبِينَ إِلَيۡهِ وَٱتَّقُوهُ وَأَقِيمُواْ ٱلصَّلَوٰةَ وَلَا تَكُونُواْ مِنَ ٱلۡمُشۡرِكِينَ,منيبين اليه واتقوه واقيموا الصلوة ولا تكونوا من المشركين,منيبين اليه واتقوه واقيموا الصلوة ولا تكونوا من المشركين,منيبين اليه واتقوه واقيموا الصلوة ولا تكونوا من المشركين
30,32,مِنَ ٱلَّذِينَ فَرَّقُواْ دِينَهُمۡ وَكَانُواْ شِيَعٗاۖ كُلُّ حِزۡبِۭ بِمَا لَدَيۡهِمۡ فَرِحُونَ,من الذين فرقوا دينهم وكانوا شيعا كل حزب بما لديهم فرحون,من الذين فرقوا دينهم وكانوا شيعا كل حزب بما لديهم فرحون,من الذين فرقوا دينهم وكانوا شيعا كل حزب بما لديهم فرحون
30,33,وَإِذَا مَسَّ ٱلنَّاسَ ضُرّٞ دَعَوۡاْ رَبَّهُم مُّنِيبِينَ إِلَيۡهِ ثُمَّ إِذَآ أَذَاقَهُم مِّنۡهُ رَحۡمَةً إِذَا فَرِيقٞ مِّنۡهُم بِرَبِّهِمۡ يُشۡرِكُونَ,واذا مس الناس ضر دعوا ربهم منيبين اليه ثم اذا اذاقهم منه رحمة اذا فريق منهم بربهم يشركون,واذا مس الناس ضر دعوا ربهم منيبين اليه ثم اذا اذاقهم منه رحمة اذا فريق منهم بربهم يشركون,واذا مس الناس ضر دعوا ربهم منيبين اليه ثم اذا اذاقهم منه رحمة اذا فريق منهم بربهم يشركون
30,34,لِيَكۡفُرُواْ بِمَآ ءَاتَيۡنَٰهُمۡۚ فَتَمَتَّعُواْ فَسَوۡفَ تَعۡلَمُونَ,ليكفروا بما ءاتينهم فتمتعوا فسوف تعلمون,ليكفروا بما ءاتينهم فتمتعوا فسوف تعلمون,ليكفروا بما ءاتينهم فتمتعوا فسوف تعلمون
30,35,أَمۡ أَنزَلۡنَا عَلَيۡهِمۡ سُلۡطَٰنٗا فَهُوَ يَتَكَلَّمُ بِمَا كَانُواْ بِهِۦ يُشۡرِكُونَ,ام انزلنا عليهم سلطنا فهو يتكلم بما كانوا به يشركون,ام انزلنا عليهم سلطنا فهو يتكلم بما كانوا به يشركون,ام انزلنا عليهم سلطنا فهو يتكلم بما كانوا به يشركون
30,36,وَإِذَآ أَذَقۡنَا ٱلنَّاسَ رَحۡمَةٗ فَرِحُواْ بِهَاۖ وَإِن تُصِبۡهُمۡ سَيِّئَةُۢ بِمَا قَدَّمَتۡ أَيۡدِيهِمۡ إِذَا هُمۡ يَقۡنَطُونَ,واذا اذقنا الناس رحمة فرحوا بها وان تصبهم سيية بما قدمت ايديهم اذا هم يقنطون,واذا اذقنا الناس رحمة فرحوا بها وان تصبهم سيية بما قدمت ايديهم اذا هم يقنطون,واذا اذقنا الناس رحمة فرحوا بها وان تصبهم سيية بما قدمت ايديهم اذا هم يقنطون
30,37,أَوَلَمۡ يَرَوۡاْ أَنَّ ٱللَّهَ يَبۡسُطُ ٱلرِّزۡقَ لِمَن يَشَآءُ وَيَقۡدِرُۚ إِنَّ فِي ذَٰلِكَ لَأٓيَٰتٖ لِّقَوۡمٖ يُؤۡمِنُونَ,اولم يروا ان الله يبسط الرزق لمن يشاء ويقدر ان في ذلك لايت لقوم يومنون,اولم يروا ان الله يبسط الرزق لمن يشاء ويقدر ان في ذلك لايت لقوم يومنون,اولم يروا ان الله يبسط الرزق لمن يشاء ويقدر ان في ذلك لايت لقوم يومنون
30,38,فَـَٔاتِ ذَا ٱلۡقُرۡبَىٰ حَقَّهُۥ وَٱلۡمِسۡكِينَ وَٱبۡنَ ٱلسَّبِيلِۚ ذَٰلِكَ خَيۡرٞ لِّلَّذِينَ يُرِيدُونَ وَجۡهَ ٱللَّهِۖ وَأُوْلَـٰٓئِكَ هُمُ ٱلۡمُفۡلِحُونَ,فات ذا القربي حقه والمسكين وابن السبيل ذلك خير للذين يريدون وجه الله واوليك هم المفلحون,فات ذا القربي حقه والمسكين وابن السبيل ذلك خير للذين يريدون وجه الله واوليك هم المفلحون,فات ذا القربي حقه والمسكين وابن السبيل ذلك خير للذين يريدون وجه الله واوليك هم المفلحون
30,39,وَمَآ ءَاتَيۡتُم مِّن رِّبٗا لِّيَرۡبُوَاْ فِيٓ أَمۡوَٰلِ ٱلنَّاسِ فَلَا يَرۡبُواْ عِندَ ٱللَّهِۖ وَمَآ ءَاتَيۡتُم مِّن زَكَوٰةٖ تُرِيدُونَ وَجۡهَ ٱللَّهِ فَأُوْلَـٰٓئِكَ هُمُ ٱلۡمُضۡعِفُونَ,وما ءاتيتم من ربا ليربوا في امول الناس فلا يربوا عند الله وما ءاتيتم من زكوة تريدون وجه الله فاوليك هم المضعفون,وما ءاتيتم من ربا ليربوا في امول الناس فلا يربوا عند الله وما ءاتيتم من زكوة تريدون وجه الله فاوليك هم المضعفون,وما ءاتيتم من ربا ليربوا في امول الناس فلا يربوا عند الله وما ءاتيتم من زكوة تريدون وجه الله فاوليك هم المضعفون
30,40,ٱللَّهُ ٱلَّذِي خَلَقَكُمۡ ثُمَّ رَزَقَكُمۡ ثُمَّ يُمِيتُكُمۡ ثُمَّ يُحۡيِيكُمۡۖ هَلۡ مِن شُرَكَآئِكُم مَّن يَفۡعَلُ مِن ذَٰلِكُم مِّن شَيۡءٖۚ سُبۡحَٰنَهُۥ وَتَعَٰلَىٰ عَمَّا يُشۡرِكُونَ,الله الذي خلقكم ثم رزقكم ثم يميتكم ثم يحييكم هل من شركايكم من يفعل من ذلكم من شيء سبحنه وتعلي عما يشركون,الله الذي خلقكم ثم رزقكم ثم يميتكم ثم يحييكم هل من شركايكم من يفعل من ذلكم من شيء سبحنه وتعلي عما يشركون,الله الذي خلقكم ثم رزقكم ثم يميتكم ثم يحييكم هل من شركايكم من يفعل من ذلكم من شيء سبحنه وتعلي عما يشركون
30,41,ظَهَرَ ٱلۡفَسَادُ فِي ٱلۡبَرِّ وَٱلۡبَحۡرِ بِمَا كَسَبَتۡ أَيۡدِي ٱلنَّاسِ لِيُذِيقَهُم بَعۡضَ ٱلَّذِي عَمِلُواْ لَعَلَّهُمۡ يَرۡجِعُونَ,ظهر الفساد في البر والبحر بما كسبت ايدي الناس ليذيقهم بعض الذي عملوا لعلهم يرجعون,ظهر الفساد في البر والبحر بما كسبت ايدي الناس ليذيقهم بعض الذي عملوا لعلهم يرجعون,ظهر الفساد في البر والبحر بما كسبت ايدي الناس ليذيقهم بعض الذي عملوا لعلهم يرجعون
30,42,قُلۡ سِيرُواْ فِي ٱلۡأَرۡضِ فَٱنظُرُواْ كَيۡفَ كَانَ عَٰقِبَةُ ٱلَّذِينَ مِن قَبۡلُۚ كَانَ أَكۡثَرُهُم مُّشۡرِكِينَ,قل سيروا في الارض فانظروا كيف كان عقبة الذين من قبل كان اكثرهم مشركين,قل سيروا في الارض فانظروا كيف كان عقبة الذين من قبل كان اكثرهم مشركين,قل سيروا في الارض فانظروا كيف كان عقبة الذين من قبل كان اكثرهم مشركين
30,43,فَأَقِمۡ وَجۡهَكَ لِلدِّينِ ٱلۡقَيِّمِ مِن قَبۡلِ أَن يَأۡتِيَ يَوۡمٞ لَّا مَرَدَّ لَهُۥ مِنَ ٱللَّهِۖ يَوۡمَئِذٖ يَصَّدَّعُونَ,فاقم وجهك للدين القيم من قبل ان ياتي يوم لا مرد له من الله يوميذ يصدعون,فاقم وجهك للدين القيم من قبل ان ياتي يوم لا مرد له من الله يوميذ يصدعون,فاقم وجهك للدين القيم من قبل ان ياتي يوم لا مرد له من الله يوميذ يصدعون
30,44,مَن كَفَرَ فَعَلَيۡهِ كُفۡرُهُۥۖ وَمَنۡ عَمِلَ صَٰلِحٗا فَلِأَنفُسِهِمۡ يَمۡهَدُونَ,من كفر فعليه كفره ومن عمل صلحا فلانفسهم يمهدون,من كفر فعليه كفره ومن عمل صلحا فلانفسهم يمهدون,من كفر فعليه كفره ومن عمل صلحا فلانفسهم يمهدون
30,45,لِيَجۡزِيَ ٱلَّذِينَ ءَامَنُواْ وَعَمِلُواْ ٱلصَّـٰلِحَٰتِ مِن فَضۡلِهِۦٓۚ إِنَّهُۥ لَا يُحِبُّ ٱلۡكَٰفِرِينَ,ليجزي الذين ءامنوا وعملوا الصلحت من فضله انه لا يحب الكفرين,ليجزي الذين ءامنوا وعملوا الصلحت من فضله انه لا يحب الكفرين,ليجزي الذين ءامنوا وعملوا الصلحت من فضله انه لا يحب الكفرين
30,46,وَمِنۡ ءَايَٰتِهِۦٓ أَن يُرۡسِلَ ٱلرِّيَاحَ مُبَشِّرَٰتٖ وَلِيُذِيقَكُم مِّن رَّحۡمَتِهِۦ وَلِتَجۡرِيَ ٱلۡفُلۡكُ بِأَمۡرِهِۦ وَلِتَبۡتَغُواْ مِن فَضۡلِهِۦ وَلَعَلَّكُمۡ تَشۡكُرُونَ,ومن ءايته ان يرسل الرياح مبشرت وليذيقكم من رحمته ولتجري الفلك بامره ولتبتغوا من فضله ولعلكم تشكرون,ومن ءايته ان يرسل الرياح مبشرت وليذيقكم من رحمته ولتجري الفلك بامره ولتبتغوا من فضله ولعلكم تشكرون,ومن ءايته ان يرسل الرياح مبشرت وليذيقكم من رحمته ولتجري الفلك بامره ولتبتغوا من فضله ولعلكم تشكرون
30,47,وَلَقَدۡ أَرۡسَلۡنَا مِن قَبۡلِكَ رُسُلًا إِلَىٰ قَوۡمِهِمۡ فَجَآءُوهُم بِٱلۡبَيِّنَٰتِ فَٱنتَقَمۡنَا مِنَ ٱلَّذِينَ أَجۡرَمُواْۖ وَكَانَ حَقًّا عَلَيۡنَا نَصۡرُ ٱلۡمُؤۡمِنِينَ,ولقد ارسلنا من قبلك رسلا الي قومهم فجاءوهم بالبينت فانتقمنا من الذين اجرموا وكان حقا علينا نصر المومنين,ولقد ارسلنا من قبلك رسلا الي قومهم فجاءوهم بالبينت فانتقمنا من الذين اجرموا وكان حقا علينا نصر المومنين,ولقد ارسلنا من قبلك رسلا الي قومهم فجاءوهم بالبينت فانتقمنا من الذين اجرموا وكان حقا علينا نصر المومنين
30,48,ٱللَّهُ ٱلَّذِي يُرۡسِلُ ٱلرِّيَٰحَ فَتُثِيرُ سَحَابٗا فَيَبۡسُطُهُۥ فِي ٱلسَّمَآءِ كَيۡفَ يَشَآءُ وَيَجۡعَلُهُۥ كِسَفٗا فَتَرَى ٱلۡوَدۡقَ يَخۡرُجُ مِنۡ خِلَٰلِهِۦۖ فَإِذَآ أَصَابَ بِهِۦ مَن يَشَآءُ مِنۡ عِبَادِهِۦٓ إِذَا هُمۡ يَسۡتَبۡشِرُونَ,الله الذي يرسل الريح فتثير سحابا فيبسطه في السماء كيف يشاء ويجعله كسفا فتري الودق يخرج من خلله فاذا اصاب به من يشاء من عباده اذا هم يستبشرون,الله الذي يرسل الريح فتثير سحابا فيبسطه في السماء كيف يشاء ويجعله كسفا فتري الودق يخرج من خلله فاذا اصاب به من يشاء من عباده اذا هم يستبشرون,الله الذي يرسل الريح فتثير سحابا فيبسطه في السماء كيف يشاء ويجعله كسفا فتري الودق يخرج من خلله فاذا اصاب به من يشاء من عباده اذا هم يستبشرون
30,49,وَإِن كَانُواْ مِن قَبۡلِ أَن يُنَزَّلَ عَلَيۡهِم مِّن قَبۡلِهِۦ لَمُبۡلِسِينَ,وان كانوا من قبل ان ينزل عليهم من قبله لمبلسين,وان كانوا من قبل ان ينزل عليهم من قبله لمبلسين,وان كانوا من قبل ان ينزل عليهم من قبله لمبلسين
30,50,فَٱنظُرۡ إِلَىٰٓ ءَاثَٰرِ رَحۡمَتِ ٱللَّهِ كَيۡفَ يُحۡيِ ٱلۡأَرۡضَ بَعۡدَ مَوۡتِهَآۚ إِنَّ ذَٰلِكَ لَمُحۡيِ ٱلۡمَوۡتَىٰۖ وَهُوَ عَلَىٰ كُلِّ شَيۡءٖ قَدِيرٞ,فانظر الي ءاثر رحمت الله كيف يحي الارض بعد موتها ان ذلك لمحي الموتي وهو علي كل شيء قدير,فانظر الي ءاثر رحمت الله كيف يحي الارض بعد موتها ان ذلك لمحي الموتي وهو علي كل شيء قدير,فانظر الي ءاثر رحمت الله كيف يحي الارض بعد موتها ان ذلك لمحي الموتي وهو علي كل شيء قدير
30,51,وَلَئِنۡ أَرۡسَلۡنَا رِيحٗا فَرَأَوۡهُ مُصۡفَرّٗا لَّظَلُّواْ مِنۢ بَعۡدِهِۦ يَكۡفُرُونَ,ولين ارسلنا ريحا فراوه مصفرا لظلوا من بعده يكفرون,ولين ارسلنا ريحا فراوه مصفرا لظلوا من بعده يكفرون,ولين ارسلنا ريحا فراوه مصفرا لظلوا من بعده يكفرون
30,52,فَإِنَّكَ لَا تُسۡمِعُ ٱلۡمَوۡتَىٰ وَلَا تُسۡمِعُ ٱلصُّمَّ ٱلدُّعَآءَ إِذَا وَلَّوۡاْ مُدۡبِرِينَ,فانك لا تسمع الموتي ولا تسمع الصم الدعاء اذا ولوا مدبرين,فانك لا تسمع الموتي ولا تسمع الصم الدعاء اذا ولوا مدبرين,فانك لا تسمع الموتي ولا تسمع الصم الدعاء اذا ولوا مدبرين
30,53,وَمَآ أَنتَ بِهَٰدِ ٱلۡعُمۡيِ عَن ضَلَٰلَتِهِمۡۖ إِن تُسۡمِعُ إِلَّا مَن يُؤۡمِنُ بِـَٔايَٰتِنَا فَهُم مُّسۡلِمُونَ,وما انت بهد العمي عن ضللتهم ان تسمع الا من يومن بايتنا فهم مسلمون,وما انت بهد العمي عن ضللتهم ان تسمع الا من يومن بايتنا فهم مسلمون,وما انت بهد العمي عن ضللتهم ان تسمع الا من يومن بايتنا فهم مسلمون
30,54,۞ٱللَّهُ ٱلَّذِي خَلَقَكُم مِّن ضَعۡفٖ ثُمَّ جَعَلَ مِنۢ بَعۡدِ ضَعۡفٖ قُوَّةٗ ثُمَّ جَعَلَ مِنۢ بَعۡدِ قُوَّةٖ ضَعۡفٗا وَشَيۡبَةٗۚ يَخۡلُقُ مَا يَشَآءُۚ وَهُوَ ٱلۡعَلِيمُ ٱلۡقَدِيرُ,الله الذي خلقكم من ضعف ثم جعل من بعد ضعف قوة ثم جعل من بعد قوة ضعفا وشيبة يخلق ما يشاء وهو العليم القدير,الله الذي خلقكم من ضعف ثم جعل من بعد ضعف قوة ثم جعل من بعد قوة ضعفا وشيبة يخلق ما يشاء وهو العليم القدير,الله الذي خلقكم من ضعف ثم جعل من بعد ضعف قوة ثم جعل من بعد قوة ضعفا وشيبة يخلق ما يشاء وهو العليم القدير
30,55,وَيَوۡمَ تَقُومُ ٱلسَّاعَةُ يُقۡسِمُ ٱلۡمُجۡرِمُونَ مَا لَبِثُواْ غَيۡرَ سَاعَةٖۚ كَذَٰلِكَ كَانُواْ يُؤۡفَكُونَ,ويوم تقوم الساعة يقسم المجرمون ما لبثوا غير ساعة كذلك كانوا يوفكون,ويوم تقوم الساعة يقسم المجرمون ما لبثوا غير ساعة كذلك كانوا يوفكون,ويوم تقوم الساعة يقسم المجرمون ما لبثوا غير ساعة كذلك كانوا يوفكون
30,56,وَقَالَ ٱلَّذِينَ أُوتُواْ ٱلۡعِلۡمَ وَٱلۡإِيمَٰنَ لَقَدۡ لَبِثۡتُمۡ فِي كِتَٰبِ ٱللَّهِ إِلَىٰ يَوۡمِ ٱلۡبَعۡثِۖ فَهَٰذَا يَوۡمُ ٱلۡبَعۡثِ وَلَٰكِنَّكُمۡ كُنتُمۡ لَا تَعۡلَمُونَ,وقال الذين اوتوا العلم والايمن لقد لبثتم في كتب الله الي يوم البعث فهذا يوم البعث ولكنكم كنتم لا تعلمون,وقال الذين اوتوا العلم والايمن لقد لبثتم في كتب الله الي يوم البعث فهذا يوم البعث ولكنكم كنتم لا تعلمون,وقال الذين اوتوا العلم والايمن لقد لبثتم في كتب الله الي يوم البعث فهذا يوم البعث ولكنكم كنتم لا تعلمون
30,57,فَيَوۡمَئِذٖ لَّا يَنفَعُ ٱلَّذِينَ ظَلَمُواْ مَعۡذِرَتُهُمۡ وَلَا هُمۡ يُسۡتَعۡتَبُونَ,فيوميذ لا ينفع الذين ظلموا معذرتهم ولا هم يستعتبون,فيوميذ لا ينفع الذين ظلموا معذرتهم ولا هم يستعتبون,فيوميذ لا ينفع الذين ظلموا معذرتهم ولا هم يستعتبون
30,58,وَلَقَدۡ ضَرَبۡنَا لِلنَّاسِ فِي هَٰذَا ٱلۡقُرۡءَانِ مِن كُلِّ مَثَلٖۚ وَلَئِن جِئۡتَهُم بِـَٔايَةٖ لَّيَقُولَنَّ ٱلَّذِينَ كَفَرُوٓاْ إِنۡ أَنتُمۡ إِلَّا مُبۡطِلُونَ,ولقد ضربنا للناس في هذا القرءان من كل مثل ولين جيتهم باية ليقولن الذين كفروا ان انتم الا مبطلون,ولقد ضربنا للناس في هذا القرءان من كل مثل ولين جيتهم باية ليقولن الذين كفروا ان انتم الا مبطلون,ولقد ضربنا للناس في هذا القرءان من كل مثل ولين جيتهم باية ليقولن الذين كفروا ان انتم الا مبطلون
30,59,كَذَٰلِكَ يَطۡبَعُ ٱللَّهُ عَلَىٰ قُلُوبِ ٱلَّذِينَ لَا يَعۡلَمُونَ,كذلك يطبع الله علي قلوب الذين لا يعلمون,كذلك يطبع الله علي قلوب الذين لا يعلمون,كذلك يطبع الله علي قلوب الذين لا يعلمون
30,60,فَٱصۡبِرۡ إِنَّ وَعۡدَ ٱللَّهِ حَقّٞۖ وَلَا يَسۡتَخِفَّنَّكَ ٱلَّذِينَ لَا يُوقِنُونَ,فاصبر ان وعد الله حق ولا يستخفنك الذين لا يوقنون,فاصبر ان وعد الله حق ولا يستخفنك الذين لا يوقنون,فاصبر ان وعد الله حق ولا يستخفنك الذين لا يوقنون
31,1,الٓمٓ,الم,الم,الم
31,2,تِلۡكَ ءَايَٰتُ ٱلۡكِتَٰبِ ٱلۡحَكِيمِ,تلك ءايت الكتب الحكيم,تلك ءايت الكتب الحكيم,تلك ءايت الكتب الحكيم
31,3,هُدٗى وَرَحۡمَةٗ لِّلۡمُحۡسِنِينَ,هدي ورحمة للمحسنين,هدي ورحمة للمحسنين,هدي ورحمة للمحسنين
31,4,ٱلَّذِينَ يُقِيمُونَ ٱلصَّلَوٰةَ وَيُؤۡتُونَ ٱلزَّكَوٰةَ وَهُم بِٱلۡأٓخِرَةِ هُمۡ يُوقِنُونَ,الذين يقيمون الصلوة ويوتون الزكوة وهم بالاخرة هم يوقنون,الذين يقيمون الصلوة ويوتون الزكوة وهم بالاخرة هم يوقنون,الذين يقيمون الصلوة ويوتون الزكوة وهم بالاخرة هم يوقنون
31,5,أُوْلَـٰٓئِكَ عَلَىٰ هُدٗى مِّن رَّبِّهِمۡۖ وَأُوْلَـٰٓئِكَ هُمُ ٱلۡمُفۡلِحُونَ,اوليك علي هدي من ربهم واوليك هم المفلحون,اوليك علي هدي من ربهم واوليك هم المفلحون,اوليك علي هدي من ربهم واوليك هم المفلحون
31,6,وَمِنَ ٱلنَّاسِ مَن يَشۡتَرِي لَهۡوَ ٱلۡحَدِيثِ لِيُضِلَّ عَن سَبِيلِ ٱللَّهِ بِغَيۡرِ عِلۡمٖ وَيَتَّخِذَهَا هُزُوًاۚ أُوْلَـٰٓئِكَ لَهُمۡ عَذَابٞ مُّهِينٞ,ومن الناس من يشتري لهو الحديث ليضل عن سبيل الله بغير علم ويتخذها هزوا اوليك لهم عذاب مهين,ومن الناس من يشتري لهو الحديث ليضل عن سبيل الله بغير علم ويتخذها هزوا اوليك لهم عذاب مهين,ومن الناس من يشتري لهو الحديث ليضل عن سبيل الله بغير علم ويتخذها هزوا اوليك لهم عذاب مهين
31,7,وَإِذَا تُتۡلَىٰ عَلَيۡهِ ءَايَٰتُنَا وَلَّىٰ مُسۡتَكۡبِرٗا كَأَن لَّمۡ يَسۡمَعۡهَا كَأَنَّ فِيٓ أُذُنَيۡهِ وَقۡرٗاۖ فَبَشِّرۡهُ بِعَذَابٍ أَلِيمٍ,واذا تتلي عليه ءايتنا ولي مستكبرا كان لم يسمعها كان في اذنيه وقرا فبشره بعذاب اليم,واذا تتلي عليه ءايتنا ولي مستكبرا كان لم يسمعها كان في اذنيه وقرا فبشره بعذاب اليم,واذا تتلي عليه ءايتنا ولي مستكبرا كان لم يسمعها كان في اذنيه وقرا فبشره بعذاب اليم
31,8,إِنَّ ٱلَّذِينَ ءَامَنُواْ وَعَمِلُواْ ٱلصَّـٰلِحَٰتِ لَهُمۡ جَنَّـٰتُ ٱلنَّعِيمِ,ان الذين ءامنوا وعملوا الصلحت لهم جنت النعيم,ان الذين ءامنوا وعملوا الصلحت لهم جنت النعيم,ان الذين ءامنوا وعملوا الصلحت لهم جنت النعيم
31,9,خَٰلِدِينَ فِيهَاۖ وَعۡدَ ٱللَّهِ حَقّٗاۚ وَهُوَ ٱلۡعَزِيزُ ٱلۡحَكِيمُ,خلدين فيها وعد الله حقا وهو العزيز الحكيم,خلدين فيها وعد الله حقا وهو العزيز الحكيم,خلدين فيها وعد الله حقا وهو العزيز الحكيم
31,10,خَلَقَ ٱلسَّمَٰوَٰتِ بِغَيۡرِ عَمَدٖ تَرَوۡنَهَاۖ وَأَلۡقَىٰ فِي ٱلۡأَرۡضِ رَوَٰسِيَ أَن تَمِيدَ بِكُمۡ وَبَثَّ فِيهَا مِن كُلِّ دَآبَّةٖۚ وَأَنزَلۡنَا مِنَ ٱلسَّمَآءِ مَآءٗ فَأَنۢبَتۡنَا فِيهَا مِن كُلِّ زَوۡجٖ كَرِيمٍ,خلق السموت بغير عمد ترونها والقي في الارض روسي ان تميد بكم وبث فيها من كل دابة وانزلنا من السماء ماء فانبتنا فيها من كل زوج كريم,خلق السموت بغير عمد ترونها والقي في الارض روسي ان تميد بكم وبث فيها من كل دابة وانزلنا من السماء ماء فانبتنا فيها من كل زوج كريم,خلق السموت بغير عمد ترونها والقي في الارض روسي ان تميد بكم وبث فيها من كل دابة وانزلنا من السماء ماء فانبتنا فيها من كل زوج كريم
31,11,هَٰذَا خَلۡقُ ٱللَّهِ فَأَرُونِي مَاذَا خَلَقَ ٱلَّذِينَ مِن دُونِهِۦۚ بَلِ ٱلظَّـٰلِمُونَ فِي ضَلَٰلٖ مُّبِينٖ,هذا خلق الله فاروني ماذا خلق الذين من دونه بل الظلمون في ضلل مبين,هذا خلق الله فاروني ماذا خلق الذين من دونه بل الظلمون في ضلل مبين,هذا خلق الله فاروني ماذا خلق الذين من دونه بل الظلمون في ضلل مبين
31,12,وَلَقَدۡ ءَاتَيۡنَا لُقۡمَٰنَ ٱلۡحِكۡمَةَ أَنِ ٱشۡكُرۡ لِلَّهِۚ وَمَن يَشۡكُرۡ فَإِنَّمَا يَشۡكُرُ لِنَفۡسِهِۦۖ وَمَن كَفَرَ فَإِنَّ ٱللَّهَ غَنِيٌّ حَمِيدٞ,ولقد ءاتينا لقمن الحكمة ان اشكر لله ومن يشكر فانما يشكر لنفسه ومن كفر فان الله غني حميد,ولقد ءاتينا لقمن الحكمة ان اشكر لله ومن يشكر فانما يشكر لنفسه ومن كفر فان الله غني حميد,ولقد ءاتينا لقمن الحكمة ان اشكر لله ومن يشكر فانما يشكر لنفسه ومن كفر فان الله غني حميد
31,13,وَإِذۡ قَالَ لُقۡمَٰنُ لِٱبۡنِهِۦ وَهُوَ يَعِظُهُۥ يَٰبُنَيَّ لَا تُشۡرِكۡ بِٱللَّهِۖ إِنَّ ٱلشِّرۡكَ لَظُلۡمٌ عَظِيمٞ,واذ قال لقمن لابنه وهو يعظه يبني لا تشرك بالله ان الشرك لظلم عظيم,واذ قال لقمن لابنه وهو يعظه يبني لا تشرك بالله ان الشرك لظلم عظيم,واذ قال لقمن لابنه وهو يعظه يبني لا تشرك بالله ان الشرك لظلم عظيم
31,14,وَوَصَّيۡنَا ٱلۡإِنسَٰنَ بِوَٰلِدَيۡهِ حَمَلَتۡهُ أُمُّهُۥ وَهۡنًا عَلَىٰ وَهۡنٖ وَفِصَٰلُهُۥ فِي عَامَيۡنِ أَنِ ٱشۡكُرۡ لِي وَلِوَٰلِدَيۡكَ إِلَيَّ ٱلۡمَصِيرُ,ووصينا الانسن بولديه حملته امه وهنا علي وهن وفصله في عامين ان اشكر لي ولولديك الي المصير,ووصينا الانسن بولديه حملته امه وهنا علي وهن وفصله في عامين ان اشكر لي ولولديك الي المصير,ووصينا الانسن بولديه حملته امه وهنا علي وهن وفصله في عامين ان اشكر لي ولولديك الي المصير
31,15,وَإِن جَٰهَدَاكَ عَلَىٰٓ أَن تُشۡرِكَ بِي مَا لَيۡسَ لَكَ بِهِۦ عِلۡمٞ فَلَا تُطِعۡهُمَاۖ وَصَاحِبۡهُمَا فِي ٱلدُّنۡيَا مَعۡرُوفٗاۖ وَٱتَّبِعۡ سَبِيلَ مَنۡ أَنَابَ إِلَيَّۚ ثُمَّ إِلَيَّ مَرۡجِعُكُمۡ فَأُنَبِّئُكُم بِمَا كُنتُمۡ تَعۡمَلُونَ,وان جهداك علي ان تشرك بي ما ليس لك به علم فلا تطعهما وصاحبهما في الدنيا معروفا واتبع سبيل من اناب الي ثم الي مرجعكم فانبيكم بما كنتم تعملون,وان جهداك علي ان تشرك بي ما ليس لك به علم فلا تطعهما وصاحبهما في الدنيا معروفا واتبع سبيل من اناب الي ثم الي مرجعكم فانبيكم بما كنتم تعملون,وان جهداك علي ان تشرك بي ما ليس لك به علم فلا تطعهما وصاحبهما في الدنيا معروفا واتبع سبيل من اناب الي ثم الي مرجعكم فانبيكم بما كنتم تعملون
31,16,يَٰبُنَيَّ إِنَّهَآ إِن تَكُ مِثۡقَالَ حَبَّةٖ مِّنۡ خَرۡدَلٖ فَتَكُن فِي صَخۡرَةٍ أَوۡ فِي ٱلسَّمَٰوَٰتِ أَوۡ فِي ٱلۡأَرۡضِ يَأۡتِ بِهَا ٱللَّهُۚ إِنَّ ٱللَّهَ لَطِيفٌ خَبِيرٞ,يبني انها ان تك مثقال حبة من خردل فتكن في صخرة او في السموت او في الارض يات بها الله ان الله لطيف خبير,يبني انها ان تك مثقال حبة من خردل فتكن في صخرة او في السموت او في الارض يات بها الله ان الله لطيف خبير,يبني انها ان تك مثقال حبة من خردل فتكن في صخرة او في السموت او في الارض يات بها الله ان الله لطيف خبير
31,17,يَٰبُنَيَّ أَقِمِ ٱلصَّلَوٰةَ وَأۡمُرۡ بِٱلۡمَعۡرُوفِ وَٱنۡهَ عَنِ ٱلۡمُنكَرِ وَٱصۡبِرۡ عَلَىٰ مَآ أَصَابَكَۖ إِنَّ ذَٰلِكَ مِنۡ عَزۡمِ ٱلۡأُمُورِ,يبني اقم الصلوة وامر بالمعروف وانه عن المنكر واصبر علي ما اصابك ان ذلك من عزم الامور,يبني اقم الصلوة وامر بالمعروف وانه عن المنكر واصبر علي ما اصابك ان ذلك من عزم الامور,يبني اقم الصلوة وامر بالمعروف وانه عن المنكر واصبر علي ما اصابك ان ذلك من عزم الامور
31,18,وَلَا تُصَعِّرۡ خَدَّكَ لِلنَّاسِ وَلَا تَمۡشِ فِي ٱلۡأَرۡضِ مَرَحًاۖ إِنَّ ٱللَّهَ لَا يُحِبُّ كُلَّ مُخۡتَالٖ فَخُورٖ,ولا تصعر خدك للناس ولا تمش في الارض مرحا ان الله لا يحب كل مختال فخور,ولا تصعر خدك للناس ولا تمش في الارض مرحا ان الله لا يحب كل مختال فخور,ولا تصعر خدك للناس ولا تمش في الارض مرحا ان الله لا يحب كل مختال فخور
